Flow ID,Completion Time,ReceivedBytes,PacketsSent
1699,24669133604,2016000,520
1703,24488999092,2016000,516
1707,24731209188,2016000,523
1711,24665877312,2016000,521
1715,24943168071,2016000,526
1719,24183158931,2016000,511
1723,24916720629,2016000,525
1727,24560969788,2016000,518
1731,25485724467,2016000,538
1735,24346605634,2016000,513
1739,24520968945,2016000,517
1743,24691645225,2016000,519
1747,24758178821,2016000,523
1751,24603763951,2016000,519
1755,25033904312,2016000,529
1759,25069355327,2016000,529
1763,24768791263,2016000,523
1767,24759340585,2016000,521
1771,24265866641,2016000,512
1775,24946614001,2016000,526
1779,24616819543,2016000,519
1783,26337606503,2016000,556
1787,24271366490,2016000,513
1791,24987654944,2016000,527
1795,25265618139,2016000,532
1799,24536594898,2016000,519
1803,25066198935,2016000,529
1807,24565034044,2016000,518
1811,24290251533,2016000,513
1815,24725399116,2016000,521
1819,24476592920,2016000,516
1823,25202559554,2016000,531
1827,24318785268,2016000,514
1831,24108355886,2016000,508
1835,25154874369,2016000,531
1839,24433399040,2016000,515
1843,24249584586,2016000,512
1847,24167783951,2016000,510
1851,25692034980,2016000,542
1855,24533610158,2016000,518
1859,24828515223,2016000,524
1863,24781614973,2016000,523
1867,24372968131,2016000,514
1871,26437516883,2016000,558
1875,24779712674,2016000,523
1879,24528441289,2016000,517
1883,25102970160,2016000,528
1887,24919390743,2016000,525
1891,24901249037,2016000,525
1895,24850602097,2016000,523
1899,25345502364,2016000,535
1903,24285670600,2016000,513
1907,25111902957,2016000,529
1911,24410124740,2016000,516
1915,24712166420,2016000,522
1919,24783335189,2016000,522
1923,24485028623,2016000,517
1927,24154885656,2016000,510
1931,26661508730,2016000,563
1935,24820290380,2016000,523
1939,24933669477,2016000,526
1943,24901573085,2016000,525
1947,24798761962,2016000,523
1951,24811602207,2016000,523
1955,24950165530,2016000,527
1959,24853839407,2016000,524
1963,24944820995,2016000,526
1967,24962329426,2016000,527
1971,24499861338,2016000,515
1975,24513984311,2016000,516
1979,24478288392,2016000,517
1983,25662819169,2016000,541
1987,24337973649,2016000,513
1991,24788659324,2016000,523
1995,25374592357,2016000,536
1999,24578257680,2016000,519
2003,24966425922,2016000,527
2007,24295098762,2016000,513
2011,24851850616,2016000,525
2015,25651588150,2016000,543
2019,24739867878,2016000,522
2023,25277842377,2016000,533
2027,24825360220,2016000,524
2031,24416597586,2016000,515
2035,25449774258,2016000,536
2039,25046903400,2016000,528
2043,24548235450,2016000,518
2047,24118426587,2016000,509
2051,24605545897,2016000,519
2055,24956304097,2016000,527
2059,25250493687,2016000,532
2063,24128112666,2016000,509
2067,24646956237,2016000,519
2071,24359409874,2016000,514
2075,23920336254,2016000,505
