Flow ID,Completion Time,ReceivedBytes,PacketsSent
1699,24678461845,2016000,520
1703,24328517780,2016000,512
1707,24946936562,2016000,526
1711,25968777068,2016000,548
1715,25088064086,2016000,528
1719,25149941731,2016000,530
1723,24625005523,2016000,521
1727,24783768399,2016000,524
1731,24378146249,2016000,515
1735,24795546281,2016000,523
1739,25343434487,2016000,535
1743,24809082759,2016000,523
1747,24513029261,2016000,517
1751,24377321570,2016000,514
1755,24489586454,2020000,516
1759,24373524473,2016000,514
1763,24835009739,2016000,524
1767,24648290012,2016000,521
1771,24609175003,2016000,518
1775,25016442028,2016000,528
1779,25113128377,2016000,530
1783,25458127735,2016000,537
1787,24527845969,2016000,518
1791,24820512991,2016000,524
1795,25106923992,2016000,530
1799,24501185917,2016000,517
1803,24979589070,2016000,527
1807,24957354303,2016000,525
1811,24107027491,2016000,509
1815,25078703617,2016000,529
1819,25658005129,2016000,542
1823,24996984654,2016000,528
1827,25135982912,2016000,531
1831,25219364032,2016000,532
1835,24264655146,2016000,512
1839,24469233773,2016000,515
1843,24416135489,2016000,514
1847,26448126121,2016000,557
1851,24890969035,2016000,523
1855,24782854038,2016000,523
1859,24753812008,2016000,522
1863,24881096447,2016000,525
1867,25905488635,2016000,546
1871,24911419231,2016000,525
1875,24889167405,2016000,526
1879,24657372463,2016000,519
1883,24928187445,2016000,525
1887,24733752357,2016000,522
1891,25452767156,2016000,538
1895,25382201916,2016000,535
1899,24802026537,2016000,524
1903,24560761774,2016000,518
1907,24698163120,2016000,520
1911,24606261236,2016000,519
1915,24211099726,2016000,511
1919,24252506789,2016000,512
1923,26110479134,2016000,550
1927,25094413106,2016000,529
1931,24801934507,2016000,524
1935,24953021991,2016000,527
1939,25513787872,2016000,538
1943,24747592230,2016000,522
1947,24660449140,2016000,520
1951,25362002009,2016000,535
1955,24632674628,2016000,520
1959,24636854434,2016000,520
1963,24894860461,2016000,525
1967,25659696169,2016000,542
1971,24808263327,2016000,523
1975,25297864628,2016000,534
1979,25136958906,2016000,531
1983,24580257147,2016000,518
1987,26261967011,2016000,554
1991,24121358006,2016000,509
1995,25008609906,2016000,528
1999,24087642111,2016000,508
2003,24693347253,2016000,520
2007,24728030306,2016000,521
2011,25786277593,2016000,545
2015,24684856521,2016000,520
2019,24550072121,2016000,518
2023,24582079770,2016000,519
2027,25106519410,2016000,530
2031,24862760594,2016000,525
2035,24949275452,2016000,526
2039,24771045330,2016000,523
2043,24456483217,2016000,516
2047,24260368626,2016000,512
2051,24785928073,2016000,522
2055,25441782866,2016000,537
2059,24174092408,2016000,510
2063,24577452951,2016000,518
2067,24724594841,2016000,522
