Flow ID,Completion Time,ReceivedBytes,PacketsSent
1699,25253919650,2016000,532
1703,24696004080,2016000,522
1707,24069727066,2016000,507
1711,25046024386,2016000,529
1715,24411869616,2016000,514
1719,24494094462,2016000,517
1723,24438728566,2016000,516
1727,24354490438,2016000,514
1731,25081176464,2016000,529
1735,24467819253,2016000,517
1739,24436907285,2016000,516
1743,24938186726,2016000,527
1747,24321704531,2016000,514
1751,24417549669,2016000,516
1755,25086132147,2016000,529
1759,24208511806,2016000,511
1763,24479990013,2016000,517
1767,24301326283,2016000,513
1771,25364666528,2016000,535
1775,24418791883,2016000,515
1779,24317366261,2016000,513
1783,24591120148,2016000,518
1787,24190073845,2016000,511
1791,24398537470,2016000,514
1795,24835581537,2016000,524
1799,24234205063,2016000,512
1803,25020932921,2016000,528
1807,24848294165,2016000,524
1811,24794682960,2016000,522
1815,24627072067,2016000,519
1819,25293687145,2016000,533
1823,24197533008,2016000,512
1827,24284646564,2016000,512
1831,24676281004,2016000,521
1835,25165796645,2016000,532
1839,24608583948,2016000,519
1843,24236702889,2016000,511
1847,24440964667,2016000,516
1851,24239822997,2016000,511
1855,24291043965,2016000,512
1859,24510726311,2016000,517
1863,24692958908,2016000,521
1867,25480674619,2016000,538
1871,24606651859,2016000,520
1875,24591469818,2016000,519
1879,24767114104,2016000,522
1883,24335818558,2016000,513
1887,24793718965,2016000,524
1891,24651801864,2016000,521
1895,24672081504,2016000,521
1899,24331871813,2016000,514
1903,24933087480,2016000,526
1907,24516929701,2016000,517
1911,24263293865,2016000,511
1915,24801185357,2016000,523
1919,25035654498,2016000,528
1923,24772841561,2016000,522
1927,24513184236,2016000,518
1931,24825387999,2016000,524
1935,25280138611,2016000,534
1939,24264238581,2016000,512
1943,24676829396,2016000,519
1947,25514662666,2016000,537
1951,24738964262,2016000,521
1955,25374329637,2016000,536
1959,24278358259,2016000,512
1963,24346799905,2016000,513
1967,24675239452,2016000,520
1971,24204615476,2016000,511
1975,24436797822,2016000,516
1979,24592375094,2016000,519
1983,24542911660,2016000,518
1987,24603192773,2016000,518
1991,24340864335,2016000,513
1995,25356702977,2016000,534
1999,24181064614,2016000,510
2003,24402229268,2016000,515
2007,24814443146,2016000,523
2011,24392770445,2016000,515
2015,24962804046,2016000,526
2019,24224178831,2016000,511
2023,24307238076,2016000,513
2027,24128340679,2016000,509
2031,25203608286,2016000,532
2035,24698043814,2016000,521
2039,24814618759,2016000,523
2043,24369542984,2016000,514
2047,24825228874,2016000,523
2051,24947926470,2016000,526
2055,24308177472,2016000,511
2059,25035934826,2016000,528
2063,25312790614,2016000,533
2067,24503412408,2016000,517
2071,24616304167,2016000,519
2075,23889529212,2016000,505
2079,24684627622,2016000,520
2083,24396769316,2016000,515
2087,24633908328,2016000,520
2091,24471834106,2016000,517
2095,24668182056,2016000,520
2099,24276158329,2016000,512
2103,24492413054,2016000,516
2107,24373546978,2016000,514
2111,24984733678,2016000,527
2115,24818634544,2016000,524
2119,25485767418,2016000,537
2123,25056719730,2016000,529
2127,24439160089,2016000,515
2131,24609427734,2016000,519
2135,24548425005,2016000,517
2139,24472983310,2016000,516
2143,24222246078,2016000,511
2147,24957882443,2016000,527
2151,24059976066,2016000,508
2155,25415342428,2016000,536
2159,25728581124,2016000,543
2163,24859348124,2016000,524
2167,24269791932,2016000,513
2171,24304911880,2016000,513
2175,23996856853,2016000,507
2179,24120561100,2016000,510
2183,24987746671,2016000,527
2187,24450697958,2016000,516
2191,25361772494,2016000,535
2195,25913075400,2016000,546
2199,25263082624,2016000,533
2203,24283028830,2016000,512
2207,24216817499,2016000,511
2211,24849917078,2016000,524
2215,24475797285,2016000,515
2219,24153771191,2016000,510
2223,24907423836,2016000,525
2227,24720298474,2016000,521
2231,24506830975,2016000,517
2235,24247774346,2016000,511
2239,24469851833,2016000,516
2243,24838873167,2016000,523
2247,24615192968,2016000,519
2251,24299021627,2016000,512
2255,24464260927,2016000,516
2259,24947647471,2016000,527
2263,24258849356,2016000,513
2267,24668414742,2016000,520
2271,24183797955,2016000,510
2275,24066849317,2016000,508
2279,24818950043,2016000,523
2283,25096467840,2016000,530
2287,25085533231,2016000,528
2291,25083892910,2016000,529
2295,24469002853,2016000,516
2299,24524002885,2016000,517
2303,25211180857,2016000,531
2307,25080500945,2016000,529
2311,24373873251,2016000,513
2315,24817718001,2016000,524
2319,24873581345,2016000,524
2323,25029826139,2016000,527
2327,24034060265,2016000,507
2331,24877573221,2016000,525
2335,24372797071,2016000,514
2339,24697451463,2016000,520
2343,24262457100,2016000,512
2347,25008540695,2016000,526
2351,25000102328,2016000,528
2355,24815301258,2016000,523
2359,24212139597,2016000,510
2363,24154016977,2016000,509
2367,24005982155,2016000,506
2371,25412060652,2016000,535
2375,24290855277,2016000,512
2379,24084887871,2016000,509
2383,24767016705,2016000,522
2387,25241773419,2016000,533
2391,24182430780,2016000,510
2395,25621081910,2016000,540
2399,24368748084,2016000,514
2403,24613601108,2020000,518
2407,24795892582,2016000,522
2411,24694728703,2016000,521
2415,25156848047,2016000,530
2419,24742759346,2016000,522
2423,24890271626,2016000,524
2427,24796474955,2016000,523
2431,26170765769,2016000,552
2435,25298626539,2016000,534
2439,24264269276,2016000,512
2443,25108069713,2016000,529
2447,25596745335,2016000,541
2451,24726431191,2016000,522
2455,25134773790,2016000,530
2459,24862803203,2016000,525
2463,24831555281,2016000,524
2467,24705557773,2016000,522
2471,24028798155,2016000,507
2475,25019902852,2016000,529
2479,24540508477,2016000,517
2483,24726882971,2016000,522
2487,24817044588,2016000,524
2491,24886845733,2016000,525
2495,25106668957,2016000,530
2499,25444940348,2016000,537
2503,24830677984,2016000,523
2507,24084088029,2016000,508
2511,24826374956,2016000,522
2515,24401095957,2016000,514
2519,25057829943,2016000,528
2523,24317284919,2016000,512
2527,24637789864,2016000,520
2531,24268490363,2016000,512
2535,25244178632,2016000,533
2539,24736203785,2016000,522
2543,25465052911,2016000,538
2547,24231986975,2016000,511
2551,25220749708,2016000,531
2555,25245245492,2016000,532
2559,24276336295,2016000,512
2563,25574347414,2016000,539
2567,24238393334,2016000,512
2571,25145724523,2016000,530
2575,25235665548,2016000,533
2579,24497726664,2016000,517
2583,24808920592,2016000,523
2587,26956866956,2016000,569
2591,25420271126,2016000,535
2595,24543354896,2016000,517
2599,25265455246,2016000,533
2603,24225163928,2016000,511
2607,25086385556,2016000,528
2611,25124144678,2016000,530
2615,25231003887,2016000,533
2619,24607061261,2016000,519
2623,24494118729,2016000,516
2627,24445559975,2016000,516
2631,24829539658,2016000,525
2635,25043729079,2016000,528
2639,24832878456,2016000,524
2643,24704710577,2016000,522
2647,25281076685,2016000,533
2651,24471478190,2016000,516
2655,25029848959,2016000,528
2659,24686419170,2016000,522
2663,25160457883,2016000,530
2667,25206967159,2016000,532
2671,24780596763,2016000,522
2675,25508091841,2016000,539
2679,24257799262,2016000,512
2683,24285893642,2016000,512
2687,24814347239,2016000,524
2691,24288808441,2016000,512
2695,25731764491,2016000,542
2699,24878895117,2016000,525
2703,24561546642,2016000,517
2707,24305941968,2016000,513
2711,24792021444,2016000,522
2715,25137554491,2016000,531
2719,24522552847,2016000,517
2723,24227513959,2016000,511
2727,25443976144,2016000,537
2731,25030625099,2016000,528
2735,25741716870,2016000,543
2739,24919262100,2016000,525
2743,24395627935,2016000,515
2747,24432855045,2016000,515
2751,24341786486,2016000,513
2755,24417072393,2016000,515
2759,25255788249,2016000,533
2763,25332597966,2016000,534
2767,25501251974,2016000,538
2771,25609319389,2016000,541
2775,24785487144,2016000,523
2779,24168271172,2016000,510
2783,25294908223,2016000,534
2787,25600409112,2016000,539
2791,24958786664,2016000,527
2795,25010744165,2016000,527
2799,24271271417,2016000,512
2803,26054904769,2016000,550
2807,25801765266,2016000,544
2811,25466224489,2016000,537
2815,24390025822,2016000,514
2819,24752137780,2016000,522
2823,25645541010,2016000,541
2827,24486305135,2016000,516
2831,26071784909,2016000,550
2835,25708716013,2016000,542
2839,25014906845,2016000,528
2843,26532902608,2016000,560
2847,25034476594,2016000,527
2851,25932225237,2016000,546
2855,25180039958,2016000,531
2859,25446092335,2016000,537
2863,24401780100,2016000,515
2867,25043723532,2016000,529
2871,25201756011,2016000,532
2875,24461937037,2016000,516
2879,24205277661,2016000,510
2883,24585772863,2016000,519
2887,24507042416,2016000,517
2891,24693517866,2016000,521
2895,25166743738,2016000,531
2899,26045671156,2016000,549
2903,25878554948,2016000,546
2907,24380759365,2016000,515
2911,24854906317,2016000,525
2915,25556163502,2016000,539
2919,24858512479,2016000,525
2923,24317743334,2016000,513
2927,24279041497,2016000,512
2931,25753797070,2016000,544
2935,24908656141,2016000,525
2939,24738284977,2016000,522
2943,24265211264,2016000,512
2947,25467339110,2016000,537
2951,25039835940,2016000,528
2955,24447571586,2016000,516
2959,24919366959,2016000,526
2963,24238982310,2016000,512
2967,25094189758,2016000,529
2971,24627359690,2016000,520
2975,24207383716,2016000,511
2979,24950783897,2016000,527
2983,24350843548,2016000,513
2987,25537657696,2016000,538
2991,24865773301,2016000,525
2995,24652056626,2016000,520
2999,25569984899,2016000,539
3003,24776684175,2016000,524
3007,25853202217,2016000,545
3011,25814790828,2016000,544
3015,25379779130,2016000,536
3019,24328765016,2016000,513
3023,25531569556,2016000,539
3027,25666668588,2016000,542
3031,25627875431,2016000,541
3035,24465396861,2016000,516
3039,24399247489,2016000,514
3043,25006160449,2016000,527
3047,24522274834,2016000,518
3051,24528647454,2016000,516
3055,25406556616,2016000,537
3059,24226098390,2016000,511
3063,26227854360,2016000,553
3067,25126257877,2016000,530
3071,25838783086,2016000,545
3075,25282623625,2016000,534
3079,24589947753,2016000,519
3083,24708401988,2016000,521
3087,24912109266,2016000,526
3091,25630077539,2016000,541
3095,26088469615,2016000,549
3099,24646290169,2016000,520
3103,24998829928,2016000,527
3107,24620015193,2016000,519
3111,25924671006,2016000,547
3115,25624067332,2016000,541
3119,25054171429,2016000,529
3123,25249771924,2016000,532
3127,24405592594,2016000,514
3131,24397602749,2016000,514
3135,25372414367,2016000,536
3139,25087263587,2016000,529
3143,25986822295,2016000,548
3147,25090814778,2016000,529
3151,25224639416,2016000,532
3155,24679572757,2016000,521
3159,24751478109,2016000,521
3163,24965948640,2016000,527
3167,26551965431,2016000,559
3171,24205495193,2016000,512
3175,26013619385,2016000,548
3179,24664594782,2016000,520
3183,25348599478,2016000,534
3187,25476298178,2016000,538
3191,25566080694,2016000,539
3195,26240071175,2016000,553
3199,25438806171,2016000,536
3203,24422565258,2016000,515
3207,24306785880,2016000,513
3211,25286972854,2016000,533
3215,25432025230,2016000,536
3219,24482802698,2016000,516
3223,25169383217,2016000,531
3227,24079446079,2016000,508
3231,24590435819,2016000,519
3235,24704984233,2016000,522
3239,24602398063,2016000,519
3243,25344492206,2016000,534
3247,25313114475,2016000,534
3251,24969958346,2016000,526
3255,24453042899,2016000,516
3259,24770721390,2016000,523
3263,25118134446,2016000,530
3267,24694916228,2016000,520
3271,24088467983,2016000,508
3275,24797579105,2016000,522
3279,24195180335,2016000,511
3283,25299927973,2016000,533
3287,25714490873,2016000,543
3291,25293316494,2016000,533
3295,24203965741,2016000,511
3299,24529116086,2016000,517
3303,25086877195,2016000,529
3307,24467867764,2016000,516
3311,24646991016,2016000,520
3315,25156574903,2016000,531
3319,24564636964,2016000,517
3323,24467944281,2016000,515
3327,24073906308,2016000,508
3331,24948693576,2016000,526
3335,27062076216,2016000,570
3339,24402572126,2016000,516
3343,24953870774,2016000,527
3347,25865364230,2016000,546
3351,23978054715,2016000,506
3355,24344692529,2016000,514
3359,24650727715,2016000,520
3363,25189558017,2016000,531
3367,25087269931,2016000,529
3371,24264855862,2016000,512
3375,24513259239,2016000,516
3379,24326550418,2016000,514
3383,24112387051,2016000,508
3387,24680038004,2016000,522
3391,24255412373,2016000,512
3395,26580137750,2016000,561
3399,24950817505,2016000,526
3403,25134623710,2016000,530
3407,24000968315,2016000,507
3411,24509055785,2016000,516
3415,24521616811,2016000,516
3419,25042487777,2016000,528
3423,24900311006,2016000,525
3427,24879439456,2016000,525
3431,24548693044,2016000,517
3435,24947289607,2016000,527
3439,25143482232,2016000,531
3443,25001448261,2016000,527
3447,24210795280,2016000,512
3451,24907812297,2016000,525
3455,25067944853,2016000,529
3459,24217670013,2016000,511
3463,25408431487,2016000,536
3467,24371020188,2016000,514
3471,24989434513,2016000,527
3475,24852272774,2016000,523
3479,24748379743,2016000,522
3483,24505123631,2016000,518
3487,24759403985,2016000,522
3491,25553308387,2016000,539
3495,24526912019,2016000,516
3499,24301792097,2016000,513
3503,24613751877,2016000,520
3507,24276710332,2016000,512
3511,25473849152,2016000,538
3515,24787095014,2016000,523
3519,25473933484,2016000,537
3523,24090113535,2016000,508
3527,24767488912,2016000,522
3531,24259138648,2016000,512
3535,24502985797,2016000,517
3539,24859423024,2016000,524
3543,25438975139,2016000,537
3547,25184596015,2016000,531
3551,25923159921,2016000,547
3555,24639015588,2016000,520
3559,24191374980,2016000,511
3563,24948630138,2016000,526
3567,24592254114,2016000,518
3571,24082670768,2016000,508
3575,24928936812,2016000,526
3579,25646414552,2016000,541
3583,24524628268,2016000,518
3587,25378098321,2016000,535
3591,24886261668,2016000,524
3595,24781372898,2016000,522
3599,24610112597,2016000,519
3603,24804986925,2016000,523
3607,24803349028,2016000,523
3611,25897754876,2016000,547
3615,25371355591,2016000,535
3619,25033787333,2016000,527
3623,24467802790,2016000,515
3627,24267706245,2016000,512
3631,24576101877,2016000,518
3635,24674169469,2016000,521
3639,25326528905,2016000,534
3643,24264597467,2016000,511
3647,25234853039,2016000,531
3651,24410357409,2016000,515
3655,24158738857,2016000,511
3659,25207350097,2016000,533
3663,25027379180,2016000,528
3667,25450815459,2016000,537
3671,24513461759,2016000,518
3675,25303985721,2016000,534
3679,24273661209,2016000,512
3683,24553390033,2016000,518
3687,24764009147,2016000,523
3691,24359931411,2016000,514
3695,25294633948,2016000,533
3699,25089113930,2016000,530
3703,24823949541,2016000,523
3707,24194399011,2016000,510
3711,25148840439,2016000,531
3715,24159538831,2016000,510
3719,24846330287,2016000,524
3723,24870068016,2016000,525
3727,25394778705,2016000,536
3731,26634093570,2016000,562
3735,24847722310,2016000,524
3739,26027485400,2016000,549
3743,24693750299,2016000,521
3747,24333068193,2016000,514
3751,24340623117,2016000,514
3755,24974361253,2016000,526
3759,24350449309,2016000,514
3763,25417434066,2016000,536
3767,24663372244,2016000,519
3771,24049810755,2016000,506
3775,24997064385,2016000,527
3779,24523091894,2016000,517
3783,24292171820,2016000,512
3787,24524211933,2016000,517
3791,24436433048,2016000,515
3795,25031280279,2016000,528
3799,24415554303,2016000,514
3803,24510166200,2016000,518
3807,24274533081,2016000,512
3811,24265879613,2016000,512
3815,25621303140,2016000,541
3819,24486772304,2016000,517
3823,25427942601,2016000,537
3827,24743167038,2016000,523
3831,24317710401,2016000,513
3835,26203993608,2016000,551
3839,24167033186,2016000,509
3843,26043400766,2016000,551
3847,24714937196,2016000,521
3851,24407329212,2016000,515
3855,24662639445,2016000,520
3859,24357705386,2016000,513
3863,25516530872,2016000,538
3867,25106983993,2016000,529
3871,26930673694,2016000,568
3875,24190672964,2016000,511
3879,25634858398,2016000,541
3883,24895233950,2016000,525
3887,24448188051,2016000,516
3891,24730355965,2016000,521
3895,24644264804,2016000,519
3899,25696446941,2016000,543
3903,25410251911,2016000,535
3907,25481844356,2016000,537
3911,24920751711,2016000,526
3915,24363111520,2016000,514
3919,25260604224,2016000,533
3923,24526948318,2016000,517
3927,24403157184,2016000,514
3931,24324297498,2016000,513
3935,24419803136,2016000,515
3939,25414649359,2016000,536
3943,25342690991,2016000,535
3947,26118281769,2016000,551
3951,25002396905,2016000,528
3955,24153185554,2016000,508
3959,26846271929,2016000,565
3963,24575422475,2016000,519
3967,24067602533,2016000,507
3971,25353883610,2016000,535
3975,24531871030,2016000,517
3979,24173184595,2016000,511
3983,24957666906,2016000,526
3987,24345625276,2016000,513
3991,25247652890,2016000,532
3995,25000642343,2016000,526
3999,24619284520,2016000,518
4003,26456625446,2016000,558
4007,24467148781,2016000,515
4011,25887247584,2016000,546
4015,24781064667,2016000,524
4019,24600354461,2016000,519
4023,25955616106,2016000,547
4027,25179272502,2016000,531
4031,24516999377,2016000,516
4035,24285173756,2016000,512
4039,24580915726,2016000,518
4043,25674519010,2016000,541
4047,25675958909,2016000,541
4051,26077094333,2016000,550
4055,24842803706,2016000,524
4059,24305876937,2016000,514
4063,26269488671,2016000,554
4067,24524828202,2016000,518
4071,23945415879,2016000,505
4075,24434026773,2016000,516
4079,24218263368,2016000,511
4083,25559490565,2016000,539
4087,24824567909,2016000,524
4091,24031286542,2016000,507
4095,24492903657,2016000,515
4099,24812905226,2016000,524
4103,23990156669,2016000,506
4107,24743901041,2016000,522
4111,24956986541,2016000,527
4115,27253173144,2016000,574
4119,24312465218,2016000,513
4123,24889534061,2016000,524
4127,24996818235,2016000,527
4131,24680015622,2016000,520
4135,25856585410,2016000,545
4139,26235969592,2016000,554
4143,24520499980,2016000,517
4147,24865263909,2016000,524
4151,25428997246,2016000,537
4155,24459645341,2016000,516
4159,24838805655,2016000,525
4163,24687755116,2016000,521
4167,24346666876,2016000,513
4171,26739666264,2016000,563
4175,26314922917,2016000,555
4179,25127525864,2016000,530
4183,24600956599,2016000,517
4187,24421214465,2016000,515
4191,24780971575,2016000,522
4195,24396774504,2016000,515
4199,24469377436,2016000,516
4203,25241770483,2016000,532
4207,25015297701,2016000,528
4211,24748401254,2016000,522
4215,24912013184,2016000,527
4219,26029914630,2016000,549
4223,25670093390,2016000,542
4227,25929674962,2016000,547
4231,25053742869,2016000,528
4235,26412775470,2016000,557
4239,25746728113,2016000,544
4243,25072036369,2016000,529
4247,24163165277,2016000,510
4251,25876972143,2016000,545
4255,26317392932,2016000,555
4259,25103153088,2016000,530
4263,24608918641,2016000,520
4267,24177847395,2016000,510
4271,24201493051,2016000,511
4275,24914902372,2016000,526
4279,24388463599,2016000,514
4283,24427790738,2016000,516
4287,24842439123,2016000,523
4291,25221524514,2016000,532
4295,24692419096,2016000,521
4299,24974698247,2016000,527
4303,24734316508,2016000,521
4307,24469850113,2016000,516
4311,24791505651,2016000,522
4315,24151845494,2016000,509
4319,24080152036,2016000,508
4323,24960459347,2016000,527
4327,25044013309,2016000,529
4331,24566062471,2016000,518
4335,24334148319,2016000,513
4339,24510942011,2016000,516
4343,25252016618,2016000,534
4347,24555760779,2016000,519
4351,25257709397,2016000,532
4355,24734269663,2016000,522
4359,24011380707,2016000,508
4363,25281542638,2016000,533
4367,25361617552,2016000,535
4371,24273386435,2016000,512
4375,24823662293,2016000,524
4379,24248544207,2016000,512
4383,24516171905,2016000,516
4387,24961079551,2016000,526
4391,24366267753,2016000,514
4395,24495229266,2016000,517
4399,24730230574,2016000,522
4403,25029541883,2016000,528
4407,24170648465,2016000,510
4411,24410472373,2016000,516
4415,25460388028,2016000,538
4419,25480263728,2016000,538
4423,24484874555,2016000,517
4427,25043711495,2016000,528
4431,25134440953,2016000,531
4435,25323870456,2016000,534
4439,25164862393,2016000,531
4443,25778123914,2016000,544
4447,24907075345,2016000,526
4451,24925200110,2016000,526
4455,24853123832,2016000,524
4459,25031892568,2016000,528
4463,25135183480,2016000,529
4467,24272222134,2016000,512
4471,24790518398,2016000,523
4475,25549847941,2016000,539
4479,25400118237,2016000,535
4483,24450604401,2016000,516
4487,24286251257,2016000,512
